"","platform","year_of_release","genre","publisher","global_sales","critic_score","rating","developer","name","na_sales","eu_sales","jp_sales","other_sales","critic_count","user_score","user_count"
"5016","PS2",2008,"Platform","Take-Two Interactive",0.38,NA,"E","High Voltage Software","Dora The Explorer: Dora Saves the Snow Princess",0.19,0.15,0,0.05,NA,NA,NA
"5017","PS2",2008,"Action","Sega",0.38,50,"T","Edge of Reality","The Incredible Hulk",0.32,0.01,0,0.05,4,6,5
"5018","PS2",2008,"Shooter","Electronic Arts",0.38,49,"T","Artificial Mind and Movement","Mercenaries 2: World in Flames",0.21,0,0,0.17,10,7.4,31
"5019","PC",2011,"Action","THQ",0.38,84,"M","Volition Inc.","Saints Row: The Third",0.16,0.16,0,0.06,22,8.1,1263
"5020","DS",2010,"Adventure","Capcom",0.38,83,"T","Capcom","Ghost Trick: Phantom Detective",0.17,0.07,0.12,0.02,60,9,127
"5021","SAT",1996,"Simulation","Konami Digital Entertainment",0.38,NA,NA,NA,"Tokimeki Memorial: Forever with You",0,0,0.38,0,NA,NA,NA
"5022","PS",1999,"Action","Sony Computer Entertainment",0.38,NA,NA,NA,"MediEvil II",0.21,0.14,0,0.02,NA,NA,NA
"5023","XB",2002,"Action","Interplay",0.38,79,"M","High Voltage Software","Hunter: The Reckoning",0.28,0.08,0,0.01,28,8.9,20
"5024","PS2",2007,"Racing","THQ",0.38,53,"E","Rainbow Studios","MX vs. ATV Untamed",0.32,0.01,0,0.05,13,8.2,5
"5025","PS",1998,"Racing","GT Interactive",0.38,NA,NA,NA,"Rogue Trip: Vacation 2012",0.21,0.14,0,0.02,NA,NA,NA
"5026","DS",2008,"Role-Playing","Sega",0.38,NA,NA,NA,"Phantasy Star Ø",0.16,0,0.2,0.01,NA,NA,NA
"5027","PC",2009,"Simulation","Ubisoft",0.38,82,"T","Blue Byte, Related Designs","Dawn of Discovery",0,0.32,0,0.06,32,8.8,132
"5028","SNES",1995,"Strategy","Banpresto",0.38,NA,NA,NA,"Dai-4-Ji Super Robot Taisen",0,0,0.38,0,NA,NA,NA
"5029","PSV",2013,"Role-Playing","Namco Bandai Games",0.38,NA,NA,NA,"Tales of Hearts",0.11,0.11,0.09,0.07,NA,NA,NA
"5030","PS3",2010,"Sports","Black Bean Games",0.38,73,"E","Lightning Fish Games","Get Fit with Mel B",0.15,0.16,0,0.07,4,5.8,4
"5031","DS",2009,"Action","Activision",0.38,54,"E","Activision","Ice Age: Dawn of the Dinosaurs",0.2,0.15,0,0.04,4,NA,NA
"5032","GC",2003,"Adventure","Nintendo",0.38,55,"E","Ambrella","Pokemon Channel",0.24,0.06,0.07,0.01,21,6,22
"5033","PSP",2011,"Misc","Namco Bandai Games",0.38,NA,NA,NA,"Taiko no Tatsujin Portable DX",0,0,0.38,0,NA,NA,NA
"5034","3DS",2012,"Role-Playing","Atlus",0.38,NA,NA,NA,"Etrian Odyssey IV: Legends of the Titans",0.12,0.05,0.2,0.01,NA,NA,NA
"5035","Wii",2010,"Misc","Warner Bros. Interactive Entertainment",0.38,NA,"EC","Black Lantern Studios","Sesame Street: Elmo's A-to-Zoo Adventure",0.35,0,0,0.02,NA,NA,NA
"5036","PSP",2010,"Action","Sega",0.38,49,"T","High Voltage Software","Iron Man 2",0.18,0.12,0,0.07,8,NA,NA
"5037","PS",2000,"Racing","Sony Computer Entertainment",0.38,NA,NA,NA,"Moto Racer World Tour",0.21,0.14,0,0.02,NA,NA,NA
"5038","PS3",2009,"Sports","Sega",0.38,70,"E","Sumo Digital","Virtua Tennis 2009",0.09,0.22,0,0.06,34,6.3,21
"5039","Wii",2007,"Adventure","Ubisoft",0.38,70,"E","Yuke's","The Dog Island",0.34,0.01,0,0.03,4,8.1,12
"5040","PS",1999,"Sports","989 Sports",0.38,NA,NA,NA,"NCAA Final Four 2000",0.21,0.14,0,0.02,NA,NA,NA
"5041","PS2",2008,"Action","Activision",0.38,56,"E","Toys for Bob","Madagascar: Escape 2 Africa",0.12,0,0,0.26,4,5.8,6
"5042","2600",NA,"Puzzle","Atari",0.38,NA,NA,NA,"Hangman",0.35,0.02,0,0,NA,NA,NA
"5043","DS",2009,"Racing","Electronic Arts",0.38,70,"E10+","Firebrand Games","Need for Speed: Nitro",0.21,0.13,0,0.04,7,6.3,7
"5044","PSP",2009,"Fighting","Namco Bandai Games",0.38,61,"T","CyberConnect2","Naruto Shippuden: Ultimate Ninja Heroes 3",0.13,0.04,0.19,0.03,22,6.6,19
"5045","PSP",2007,"Sports","Electronic Arts",0.38,72,"E","EA Salt Lake","Tiger Woods PGA Tour 08",0.14,0.15,0,0.09,8,NA,NA
"5046","Wii",2008,"Sports","Activision Value",0.38,NA,"T","FUN Labs","Cabela's Dangerous Hunts 2009",0.35,0,0,0.03,NA,4.5,6
"5047","DS",2008,"Simulation","Ubisoft",0.38,NA,"E","Lexis Numerique, Virtual Toys","Petz Rescue: Wildlife Vet",0.35,0,0,0.03,NA,NA,NA
"5048","Wii",2008,"Misc","Activision",0.38,NA,NA,NA,"Dancing with the Stars: We Dance!",0.35,0,0,0.03,NA,NA,NA
"5049","PC",2005,"Strategy","Microsoft Game Studios",0.38,81,"T","Ensemble Studios","Age of Empires III",0,0.33,0,0.05,52,7.7,519
"5050","PSP",2010,"Sports","Electronic Arts",0.38,NA,"E","EA Tiburon","Madden NFL 11",0.35,0,0,0.03,NA,NA,NA
"5051","2600",1982,"Action","Atari",0.38,NA,NA,NA,"Gravitar",0.35,0.02,0,0,NA,NA,NA
"5052","PS2",2004,"Misc","Sony Computer Entertainment",0.38,78,"E10+","SCEE","EyeToy Play 2",0.18,0.14,0,0.05,30,7,9
"5053","PS3",2014,"Fighting","Namco Bandai Games",0.38,NA,NA,NA,"Mobile Suit Gundam: Extreme VS Full Boost",0,0,0.38,0,NA,NA,NA
"5054","XB",2005,"Simulation","Konami Digital Entertainment",0.38,75,"E10+","Konami","Dance Dance Revolution Ultramix 3",0.28,0.08,0,0.01,16,8.6,8
"5055","DS",2013,"Action","Warner Bros. Interactive Entertainment",0.38,NA,"E10+","TT Games","LEGO Marvel Super Heroes",0.22,0.13,0,0.03,NA,4.8,5
"5056","PS2",2010,"Fighting","THQ",0.38,NA,"T","Yuke's","WWE SmackDown vs. Raw 2011",0.24,0.07,0,0.07,NA,7.8,12
"5057","3DS",2011,"Sports","Konami Digital Entertainment",0.38,73,"E","Konami","Pro Evolution Soccer 2011 3D",0.11,0.13,0.11,0.02,43,6.7,18
"5058","PS3",2013,"Misc","Ubisoft",0.38,77,"E10+","Ubisoft","Just Dance 2014",0.17,0.14,0,0.06,6,7.1,25
"5059","WiiU",2014,"Sports","Nintendo",0.38,68,"E10+","Nintendo","Wii Sports Club",0.17,0.14,0.04,0.03,21,7,106
"5060","GC",2004,"Action","Electronic Arts",0.38,67,"E","EA Games","Harry Potter and the Prisoner of Azkaban",0.29,0.08,0,0.01,22,7.3,8
"5061","DS",2009,"Simulation","THQ",0.38,NA,NA,NA,"Paws & Claws: Pampered Pets",0.35,0,0,0.03,NA,NA,NA
"5062","DS",2008,"Simulation","Ubisoft",0.38,NA,"E","Ubisoft","Puppy Palace",0.35,0,0,0.03,NA,NA,NA
"5063","Wii",2009,"Misc","Pinnacle",0.37,NA,NA,NA,"Peppa Pig: The Game",0,0.34,0,0.03,NA,NA,NA
"5064","WiiU",2012,"Action","Activision",0.37,80,"E10+","Vicarious Visions","Skylanders Giants",0.22,0.12,0,0.03,8,6.9,22
"5065","PS3",2013,"Racing","Codemasters",0.37,82,"E","Codemasters","GRID 2",0.07,0.22,0.01,0.08,20,6.6,173
"5066","2600",1986,"Shooter","Atari",0.37,NA,NA,NA,"Solaris",0.35,0.02,0,0,NA,NA,NA
"5067","PS4",2016,"Action","Capcom",0.37,NA,NA,NA,"Resident Evil Zero",0.1,0.17,0.05,0.05,NA,NA,NA
"5068","PS2",2006,"Fighting","Atari",0.37,72,"T","Crafts & Meister","Super Dragon Ball Z",0.09,0.07,0.19,0.02,31,5.8,21
"5069","DS",2010,"Action","Warner Bros. Interactive Entertainment",0.37,NA,NA,NA,"Scooby-Doo! and the Spooky Swamp",0.25,0.09,0,0.03,NA,NA,NA
"5070","DS",2008,"Adventure","Ubisoft",0.37,NA,"E","Magic Pockets","Petz Rescue: Ocean Patrol",0.35,0,0,0.03,NA,NA,NA
"5071","PSP",NA,"Action","Sega",0.37,28,"E10+","Shiny Entertainment","The Golden Compass",0.11,0.16,0,0.1,4,4.1,7
"5072","PS",1997,"Fighting","SquareSoft",0.37,NA,NA,NA,"Tobal 2",0,0,0.35,0.02,NA,NA,NA
"5073","PS3",2015,"Simulation","Koch Media",0.37,NA,NA,NA,"Farming Simulator 2015",0.11,0.2,0,0.06,NA,NA,NA
"5074","Wii",2009,"Sports","Take-Two Interactive",0.37,NA,"E","Visual Concepts","NBA 2K10",0.34,0,0,0.03,NA,8.6,11
"5075","PS4",2016,"Role-Playing","Atlus",0.37,NA,NA,"Atlus","Persona 5",0,0,0.37,0,NA,NA,NA
"5076","PS3",2008,"Misc","Disney Interactive Studios",0.37,54,"E","Zoe Mode","Disney Sing It",0.28,0.06,0,0.04,11,3.5,6
"5077","PS2",2008,"Sports","Electronic Arts",0.37,NA,"E","EA Tiburon","Tiger Woods PGA Tour 09",0.16,0,0,0.21,NA,4.3,11
"5078","GC",2005,"Action","Activision",0.37,76,"T","Treyarch","Ultimate Spider-Man",0.29,0.07,0,0.01,36,7.2,21
"5079","XB",2002,"Sports","Microsoft Game Studios",0.37,76,"E","High Voltage Software","NBA Inside Drive 2002",0.28,0.08,0,0.01,26,NA,NA
"5080","X360",2006,"Sports","Spike",0.37,66,"E","Kush Games","Major League Baseball 2K6",0.34,0,0,0.03,22,3.9,37
"5081","Wii",2008,"Simulation","Ubisoft",0.37,NA,"E","Ubisoft","Imagine: Party Babyz",0.33,0.02,0,0.03,NA,6.1,18
"5082","PSP",2011,"Action","LucasArts",0.37,63,"E10+","Traveller's Tales","LEGO Star Wars III: The Clone Wars",0.14,0.15,0,0.08,4,NA,NA
"5083","PS3",2006,"Sports","Take-Two Interactive",0.37,80,"E","Visual Concepts","NBA 2K7",0.3,0.04,0,0.03,20,7.4,8
"5084","PS",1994,"Shooter","Sony Computer Entertainment",0.37,NA,NA,NA,"Kileak: The DNA Imperative",0.08,0.06,0.21,0.02,NA,NA,NA
"5085","PS2",2006,"Simulation","Ubisoft",0.37,NA,"E","Ubisoft","Petz: Catz 2",0.18,0.14,0,0.05,NA,NA,NA
"5086","WiiU",2012,"Misc","Ubisoft",0.37,66,"E10+","Ubisoft Paris","Just Dance 4",0.21,0.13,0,0.03,14,7.8,37
"5087","PSP",2011,"Role-Playing","Sega",0.37,NA,NA,NA,"Phantasy Star Portable 2: Infinity",0,0,0.37,0,NA,NA,NA
"5088","GC",2002,"Platform","THQ",0.37,39,"E","Radical Entertainment","Monsters, Inc. Scream Arena",0.29,0.07,0,0.01,7,4.7,14
"5089","PS2",2003,"Sports","Natsume",0.37,NA,"E","Open Sesame","Reel Fishing III",0.18,0.14,0,0.05,NA,7.8,19
"5090","PS2",2004,"Sports","Activision",0.37,NA,"T","Sand Grain Studios","Cabela's Deer Hunt 2005 Season",0.18,0.14,0,0.05,NA,8.7,15
"5091","DS",2010,"Racing","Activision",0.37,NA,"E","Virtuos","Monster Jam: Path of Destruction",0.34,0,0,0.03,NA,NA,NA
"5092","PC",2010,"Racing","Electronic Arts",0.37,86,"E10+","Criterion Games","Need for Speed: Hot Pursuit",0.12,0.2,0,0.05,14,6.7,556
"5093","PS2",2006,"Action","Midway Games",0.37,51,"E10+","Pipeworks Software, Inc.","Rampage: Total Destruction",0.18,0.14,0,0.05,34,7,15
"5094","PS2",2002,"Sports","3DO",0.37,84,"E","3DO","High Heat Major League Baseball 2003",0.18,0.14,0,0.05,23,7.9,7
"5095","X360",2009,"Misc","Electronic Arts",0.37,66,"E","EA Bright Light","Trivial Pursuit",0.12,0.21,0,0.04,19,6.4,9
"5096","SNES",1994,"Sports","Human Entertainment",0.37,NA,NA,NA,"Super Formation Soccer 94",0,0,0.37,0,NA,NA,NA
"5097","X360",2007,"Role-Playing","Microsoft Game Studios",0.37,55,"M","Blueside","Kingdom Under Fire: Circle of Doom",0.18,0.12,0.04,0.03,44,5.9,49
"5098","SAT",1995,"Shooter","Sega",0.37,NA,NA,NA,"Panzer Dragoon",0,0,0.37,0,NA,NA,NA
"5099","PS2",2007,"Action","Activision",0.37,62,"E10+","Next Level Games","Spider-Man: Friend or Foe",0.31,0.01,0,0.05,15,8.3,19
"5100","PS",1998,"Adventure","Sony Computer Entertainment",0.37,NA,NA,NA,"Yarudora Series Vol.1: Double Cast",0,0,0.35,0.02,NA,NA,NA
"5101","Wii",2009,"Sports","Destineer",0.37,NA,"E","Arcade Moon","Rec Room Games",0.35,0,0,0.03,NA,NA,NA
"5102","PS3",2010,"Fighting","Electronic Arts",0.37,77,"T","EA Tiburon","EA Sports MMA",0.16,0.14,0.01,0.06,47,6.9,38
"5103","DS",2009,"Misc","Activision",0.37,70,"E10+","Activision","Guitar Hero On Tour: Modern Hits",0.13,0.2,0,0.04,30,6.3,7
"5104","X360",2005,"Shooter","Activision",0.37,75,"M","Raven Software","Quake 4",0.32,0.02,0,0.03,52,6.7,80
"5105","PS3",2013,"Sports","Electronic Arts",0.37,74,"E","EA Tiburon","Tiger Woods PGA Tour 14",0.16,0.14,0,0.07,28,3.8,26
"5106","PS3",2007,"Sports","Electronic Arts",0.37,85,"T","EA Black Box","Skate",0.29,0.04,0,0.03,31,8.2,57
"5107","Wii",2011,"Sports","Activision",0.37,NA,"T","Activision","Cabela's Big Game Hunter 2012",0.33,0.02,0,0.02,NA,NA,NA
"5108","N64",2000,"Role-Playing","ChunSoft",0.37,NA,NA,NA,"Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!",0,0,0.32,0.05,NA,NA,NA
"5109","N64",1999,"Shooter","Acclaim Entertainment",0.37,NA,NA,NA,"Turok: Rage Wars",0.3,0.06,0,0,NA,NA,NA
"5110","N64",2000,"Action","THQ",0.37,NA,NA,NA,"Scooby-Doo! Classic Creep Capers",0.3,0.06,0,0,NA,NA,NA
"5111","PC",2011,"Shooter","Bethesda Softworks",0.37,79,"M","id Software","Rage",0.14,0.18,0,0.06,32,5.2,1618
"5112","2600",1981,"Action","Imagic",0.37,NA,NA,NA,"Dragonfire",0.35,0.02,0,0,NA,NA,NA
"5113","GC",2004,"Role-Playing","Nintendo",0.37,65,"T","Noise Inc.","Custom Robo",0.29,0.07,0,0.01,31,8.1,27
"5114","PSP",2010,"Action","Ubisoft",0.37,65,"T","Ubisoft Quebec","Prince of Persia: The Forgotten Sands",0.09,0.18,0.01,0.1,10,7.4,14
"5115","PS4",2016,"Shooter","Take-Two Interactive",0.37,84,"M","2K Games","BioShock The Collection",0.1,0.19,0.02,0.06,39,8.5,210
"5116","3DS",2014,"Misc","Square Enix",0.37,83,"T","Indies Zero","Theatrhythm Final Fantasy: Curtain Call",0.13,0.08,0.15,0.02,52,8.2,66
"5117","Wii",2009,"Racing","Codemasters",0.37,51,"E10+","Codemasters","DiRT 2",0.1,0.22,0,0.04,10,5.5,22
"5118","GC",2002,"Action","Nintendo",0.37,74,"E","Namco","Pac-Man World 2",0.28,0.07,0,0.01,18,8.3,19
"5119","DS",2007,"Puzzle","Namco Bandai Games",0.37,NA,NA,NA,"Kotoba no Puzzle: Mojipittan DS",0,0,0.37,0,NA,NA,NA
"5120","X360",2006,"Action","Eidos Interactive",0.37,80,"T","Crystal Dynamics","Tomb Raider: Legend",0.27,0.07,0.01,0.03,54,7.3,84
"5121","PS4",2016,"Sports","505 Games",0.37,85,"E","Psyonix","Rocket League",0.03,0.28,0,0.05,50,8.7,1290
"5122","Wii",2007,"Sports","Take-Two Interactive",0.37,66,"E","Blue Castle Games","The BIGS",0.34,0,0,0.03,15,7.1,14
"5123","GBA",2003,"Sports","Knowledge Adventure",0.37,NA,NA,NA,"Barbie Horse Adventures: Blue Ribbon Race",0.26,0.1,0,0.01,NA,NA,NA
"5124","PS3",2015,"Shooter","Activision",0.37,NA,"T","Bungie","Destiny: The Taken King",0.17,0.11,0.02,0.06,NA,5.5,81
"5125","PS3",2015,"Action","Activision",0.37,NA,"E10+","Vicarious Visions","Skylanders: SuperChargers",0.16,0.15,0,0.06,NA,4.2,6
"5126","DS",2006,"Platform","Vivendi Games",0.37,68,"E","Amaze Entertainment","The Legend of Spyro: A New Beginning",0.33,0.01,0,0.03,10,6.8,8
"5127","DS",2009,"Simulation","Ubisoft",0.37,NA,"E","Playbox Limited","Imagine: Salon Stylist",0.23,0.1,0,0.03,NA,NA,NA
"5128","PSP",2007,"Racing","THQ",0.37,73,"T","Juice Games","Juiced 2: Hot Import Nights",0.06,0.2,0,0.11,6,7.8,11
"5129","GBA",2003,"Adventure","Square Enix",0.37,NA,NA,NA,"Slime MoriMori Dragon Quest: Shougeki No Shippo Dan",0,0,0.36,0.01,NA,NA,NA
"5130","X360",2011,"Role-Playing","Square Enix",0.37,72,"T","Obsidian Entertainment","Dungeon Siege III",0.21,0.12,0.01,0.03,55,5.9,102
"5131","DS",2008,"Simulation","Ubisoft",0.37,NA,NA,NA,"Hell's Kitchen: The Game",0.34,0,0,0.03,NA,NA,NA
"5132","PS4",2016,"Racing","Codemasters",0.37,85,"E","Codemasters","DiRT Rally",0.04,0.27,0,0.05,46,8.1,196
"5133","PSP",2005,"Sports","Electronic Arts",0.37,73,"E","EA Tiburon","NFL Street 2 Unleashed",0.34,0,0,0.03,23,7.4,14
"5134","SNES",1994,"Strategy","Banpresto",0.37,NA,NA,NA,"Super Robot Taisen EX",0,0,0.37,0,NA,NA,NA
"5135","PS2",2006,"Sports","Electronic Arts",0.37,59,"E","EA Canada","FIFA Street 2",0.17,0.13,0.02,0.04,27,7.7,42
"5136","Wii",2009,"Sports","Sega",0.37,73,"E","Sumo Digital","Virtua Tennis 2009",0.12,0.21,0,0.04,33,7.7,21
"5137","Wii",2009,"Action","Codemasters",0.37,68,"T","Climax Group","Overlord: Dark Legend",0.11,0.22,0,0.04,30,7.9,15
"5138","N64",1999,"Sports","Konami Digital Entertainment",0.37,NA,NA,NA,"Bottom of the 9th",0.37,0,0,0,NA,NA,NA
"5139","DS",2007,"Platform","Vivendi Games",0.37,56,"E","Amaze Entertainment","The Legend of Spyro: The Eternal Night",0.32,0.02,0,0.03,4,2.7,6
"5140","SNES",1994,"Role-Playing","Atlus",0.37,NA,NA,NA,"Shin Megami Tensei II",0,0,0.37,0,NA,NA,NA
"5141","PSP",2007,"Action","Electronic Arts",0.37,52,"E10+","EA Games","Harry Potter and the Order of the Phoenix",0.1,0.17,0,0.1,11,7.6,20
"5142","X360",2009,"Shooter","Warner Bros. Interactive Entertainment",0.37,62,"M","GRIN","Wanted: Weapons of Fate",0.17,0.15,0,0.04,61,7.5,26
"5143","PS2",2006,"Role-Playing","Namco Bandai Games",0.37,81,"T","Monolith Soft","Xenosaga Episode III: Also sprach Zarathustra",0.09,0.07,0.18,0.02,34,9,59
"5144","XOne",2014,"Action","Activision",0.37,NA,NA,NA,"Skylanders: Trap Team",0.26,0.07,0,0.04,NA,NA,NA
"5145","Wii",2008,"Role-Playing","Rising Star Games",0.37,79,"E10+","Neverland","Rune Factory: Frontier",0.16,0.13,0.04,0.03,34,8.5,39
"5146","DC",1998,"Fighting","Sega",0.37,NA,NA,NA,"Virtua Fighter 3tb",0,0,0.37,0,NA,NA,NA
"5147","PC",2008,"Strategy","Sega",0.37,NA,"T","Sega","Medieval II: Total War Gold Edition",0,0.34,0,0.03,NA,8,9
"5148","Wii",2009,"Action","Eidos Interactive",0.37,79,"E10+","Io Interactive","Mini Ninjas",0.16,0.16,0,0.04,9,8.3,12
"5149","DS",2008,"Fighting","Takara Tomy",0.37,55,"T","Takara Tomy","Naruto Shippuden: Ninja Destiny 2",0.19,0.02,0.13,0.02,12,5.7,11
"5150","GB",1997,"Strategy","ASCII Entertainment",0.37,NA,NA,NA,"Mini-Yonku GB: Let's & Go!!",0,0,0.37,0,NA,NA,NA
"5151","WiiU",2012,"Action","Warner Bros. Interactive Entertainment",0.37,73,"E10+","5TH Cell","Scribblenauts: Unlimited",0.25,0.09,0,0.03,42,7.4,109
"5152","PS3",2011,"Shooter","Sega",0.37,NA,NA,NA,"The House of the Dead: Overkill - Extended Cut",0.15,0.16,0,0.06,NA,NA,NA
"5153","PSP",2006,"Role-Playing","Activision",0.37,81,"T","Vicarious Visions","Marvel: Ultimate Alliance",0.33,0,0,0.03,19,7.5,14
"5154","PS2",2007,"Simulation","Electronic Arts",0.37,71,"T","EA Redwood Shores","The Sims 2: Castaway",0.3,0.01,0,0.05,17,8,15
"5155","PSP",2006,"Sports","Electronic Arts",0.37,75,"E","EA Sports","NCAA Football 07",0.34,0,0,0.03,16,7.9,11
"5156","WiiU",2012,"Action","Warner Bros. Interactive Entertainment",0.36,NA,NA,NA,"Batman: Arkham City",0.16,0.18,0,0.03,NA,NA,NA
"5157","XB",NA,"Sports","Electronic Arts",0.36,82,"E","EA Canada","NBA Live 2003",0.31,0.04,0,0.01,17,8.8,6
"5158","Wii",2009,"Role-Playing","Rising Star Games",0.36,67,"T","Tri-Crescendo","Fragile Dreams: Farewell Ruins of the Moon",0.16,0.12,0.06,0.03,41,8.3,63
"5159","GC",2004,"Shooter","Electronic Arts",0.36,60,"T","EA LA","GoldenEye: Rogue Agent",0.28,0.07,0,0.01,35,6.7,14
"5160","PC",2011,"Action","Electronic Arts",0.36,69,"T","Black Box","Need for Speed: The Run",0.09,0.21,0,0.07,18,5.8,338
"5161","SNES",1994,"Sports","Media Rings",0.36,NA,NA,NA,"Zero4 Champ RR",0,0,0.36,0,NA,NA,NA
"5162","PS2",2008,"Fighting","Namco Bandai Games",0.36,48,"T","Dimps Corporation","Dragon Ball Z: Infinite World",0.08,0.06,0.21,0.02,17,7.9,37
"5163","DS",2006,"Misc","Nintendo",0.36,87,"E10+","iNiS","Elite Beat Agents",0.3,0.03,0,0.03,51,8.6,105
"5164","SAT",1996,"Adventure","Elf",0.36,NA,NA,NA,"Nonomura Byoin no Hitobito",0,0,0.36,0,NA,NA,NA
"5165","PS2",2001,"Sports","Konami Digital Entertainment",0.36,58,"E","KCEO","ESPN X Games Skateboarding",0.18,0.14,0,0.05,15,7.8,14
"5166","PC",2014,"Strategy","Take-Two Interactive",0.36,81,"E10+","Firaxis Games","Sid Meier's Civilization: Beyond Earth",0.11,0.22,0,0.03,78,5.5,1027
"5167","PS3",2014,"Sports","Electronic Arts",0.36,NA,"E10+","EA Sports","NHL 15",0.21,0.09,0,0.06,NA,1.6,45
"5168","DS",2008,"Platform","Konami Digital Entertainment",0.36,85,"T","Konami","Castlevania: Order of Ecclesia",0.27,0.02,0.04,0.03,46,8.7,111
"5169","Wii",2008,"Simulation","Game Factory",0.36,NA,"E","Neko Entertainment","Build-A-Bear Workshop: A Friend Fur All Seasons",0.33,0,0,0.03,NA,NA,NA
"5170","DS",2009,"Racing","Activision",0.36,NA,"E","Virtuos","Dreamworks Madagascar Kartz",0.25,0.08,0,0.03,NA,NA,NA
"5171","PC",2009,"Shooter","Valve Software",0.36,89,"M","Valve Software","Left 4 Dead 2",0,0.32,0,0.04,55,8.5,2530
"5172","Wii",2010,"Misc","MTV Games",0.36,76,"T","Harmonix Music Systems","Green Day: Rock Band",0.22,0.11,0,0.03,12,8.8,11
"5173","DS",2009,"Adventure","ChunSoft",0.36,NA,NA,NA,"999: Nine Hours, Nine Persons, Nine Doors",0.31,0,0.03,0.02,NA,NA,NA
"5174","SNES",1994,"Fighting","Human Entertainment",0.36,NA,NA,NA,"Super Fire ProWrestling Special",0,0,0.36,0,NA,NA,NA
"5175","WiiU",2016,"Shooter","Nintendo",0.36,69,"E10+","PlatinumGames","Star Fox: Zero",0.17,0.1,0.07,0.03,82,7.4,662
"5176","PS3",2009,"Action","Konami Digital Entertainment",0.36,59,"M","Zombie Studios","SAW",0.13,0.17,0,0.06,41,6.4,28
"5177","SNES",1993,"Fighting","Namco Bandai Games",0.36,NA,NA,NA,"Yuu Yuu Hakusho",0,0,0.36,0,NA,NA,NA
"5178","X360",2010,"Action","Ubisoft",0.36,68,"T","Ubisoft","Tom Clancy's HAWX 2",0.24,0.09,0.01,0.03,57,6.3,29
"5179","PS2",2002,"Adventure","ChunSoft",0.36,NA,NA,NA,"Kamaitachi no Yoru 2",0,0,0.36,0,NA,NA,NA
"5180","PS2",2003,"Sports","3DO",0.36,83,"E","3DO","High Heat Major League Baseball 2004",0.18,0.14,0,0.05,17,8.1,12
"5181","PS2",2005,"Action","Vivendi Games",0.36,53,"E","Eurocom Entertainment Software","Robots",0.18,0.14,0,0.05,6,6,8
"5182","PS2",2005,"Shooter","Midway Games",0.36,50,"M","Point of View","NARC",0.18,0.14,0,0.05,24,7,21
"5183","DS",2010,"Fighting","Namco Bandai Games",0.36,NA,NA,NA,"One Piece: Gigant Battle!",0,0,0.36,0,NA,NA,NA
"5184","DS",2009,"Role-Playing","Namco Bandai Games",0.36,73,"E10+","Monolith Soft","Dragon Ball Z: Attack of the Saiyans",0.12,0.02,0.21,0.01,21,7.9,24
"5185","DS",2007,"Sports","Atari",0.36,NA,NA,NA,"My Horse & Me",0.33,0,0,0.03,NA,NA,NA
"5186","PS3",2009,"Platform","Capcom",0.36,71,"M","GRIN","Bionic Commando",0.12,0.17,0.01,0.06,48,7.4,62
"5187","PS2",2001,"Simulation","Tecmo Koei",0.36,77,"E","Tecmo","Monster Rancher 3",0.11,0.09,0.14,0.03,13,8.5,23
"5188","PS2",2005,"Action","THQ",0.36,60,"E10+","Heavy Iron Studios","The Incredibles: Rise of the Underminer",0.18,0.14,0,0.05,12,7.1,8
"5189","PSV",2015,"Role-Playing","Namco Bandai Games",0.36,70,"T","Bandai Namco Games, Artdink","Sword Art Online: Lost Song",0.06,0.04,0.23,0.03,4,7.1,27
"5190","PS",1997,"Simulation","Activision",0.36,NA,NA,NA,"MechWarrior 2: 31st Century Combat",0.2,0.14,0,0.02,NA,NA,NA
"5191","XOne",2013,"Simulation","Microsoft Game Studios",0.36,NA,NA,NA,"Zoo Tycoon (2013)",0.18,0.15,0,0.03,NA,NA,NA
"5192","GBA",2002,"Action","Nintendo",0.36,72,"E","Pax Softonica","Hamtaro: Ham-Ham Heartbreak",0.26,0.1,0,0.01,7,9.3,18
"5193","PS2",2001,"Role-Playing","Sony Computer Entertainment",0.36,70,"T","Zener Works","Okage: Shadow King",0.14,0.11,0.08,0.04,23,8.5,14
"5194","PS",1997,"Action","Namco Bandai Games",0.36,NA,NA,NA,"Mobile Suit Z-Gundam",0,0,0.34,0.02,NA,NA,NA
"5195","GBA",NA,"Action","Unknown",0.36,NA,NA,NA,"Cubix Robots for Everyone: Clash 'n' Bash",0.26,0.1,0,0.01,NA,NA,NA
"5196","X360",2009,"Fighting","PQube",0.36,86,"T","Arc System Works","BlazBlue: Calamity Trigger",0.21,0.08,0.04,0.03,51,8.5,70
"5197","SNES",1997,"Platform","Nintendo",0.36,NA,NA,NA,"Kirby's Dream Land 3",0,0,0.36,0,NA,NA,NA
"5198","PS",1997,"Sports","Starfish",0.36,NA,NA,NA,"Big Bass World Championship",0.2,0.14,0,0.02,NA,NA,NA
"5199","PS2",2000,"Sports","Sony Computer Entertainment",0.36,51,"E","SCEA","NFL GameDay 2001",0.18,0.14,0,0.05,16,NA,NA
"5200","XB",2005,"Action","Take-Two Interactive",0.36,84,"E","Visual Concepts","NBA 2K6",0.27,0.08,0,0.01,27,8.7,15
"5201","N64",2000,"Action","THQ",0.36,NA,NA,NA,"Saban's Power Rangers: Lightspeed Rescue",0.29,0.06,0,0,NA,NA,NA
